#
# Heading: Word freq-Wortschatz Liepzig
#
# Source:
https://wortschatz.uni-leipzig.de/en/download/Vietnamese
#   -> vie-vn_web_2015_1M-words.txt [vie-vn_web_2015_1M.tar.gz]
#
#
#term	freq_per_million
reading	freq per million
bất bình đẳng	4
lịm	4
hai mảnh	4
lật ngửa	4
gây tiếng vang	4
vụt	4
khẩu súng	4
hậu cung	4
kiếm ra	4
bài ca	4
bộc	4
nhìn sâu vào	4
đèn pin	4
mạch điện	4
động vật có xương sống	4
trung du	4
hè phố	4
tình ca	4
đước	4
cao vút	4
tột đỉnh	4
lâm nguy	4
suy nghĩ kỹ	4
liên hợp	4
đày	4
cào cào	4
cận thị	4
chùi	4
huơ	4
gia cảnh	4
bất cẩn	4
cảnh sát giao thông	4
nườm nượp	4
húp	4
bị kết tội	4
tề	4
nhòe	4
nước sâu	4
cảng nước sâu	4
càng ngày	4
tiếp tế	4
thiếu tướng	4
cựu nhân viên	4
tạm giam	4
đóng vai trò tích cực	4
đảm đương	4
hay quên	4
khoảng năm	4
triệu hồi	4
quá đỗi	4
trâm	4
cam quýt	4
khoa bảng	4
quan khách	4
như thời	4
viếng thăm	4
không nói gì	4
mùi khét	4
nước lèo	4
đáp xuống	4
phi thuyền	4
nở rộ	4
nín lặng	4
khán phòng	4
đuổi bắt	4
máng	4
lán	4
lia	4
lỗi thời	4
xác định cụ thể	4
cốt yếu	4
dậm	4
quạnh vắng	4
luật lệ	4
đàn cừu	4
bốn phía	4
cháu ngoại	4
vun đắp	4
rễ cây	4
cuối thập niên	4
thập bát	4
phóng lên	4
gắn liền	4
sự cải thiện	4
tê liệt	4
bị cắt đứt	4
chết chóc	4
tức tốc	4
không chiến	4
ngôn ngữ lập trình	4
gọi tên là	4
gai dầu	4
pha trộn	4
hòa tấu	4
hài kịch	4
âm tính	4
hiệu thuốc	4
tàu du lịch	4
cay đắng	4
chống chỉ định	4
gần giống	4
sự bất ổn	4
trá hình	4
đá banh	4
tang lễ	4
tối quan trọng	4
pháo thủ	4
phép toán	4
pháp sư	4
sủi bọt	4
đòn bẩy	4
thúc ép	4
gian lao	4
phi chính phủ	4
nhà khảo cổ	4
vào lúc đó	4
nhà điều tra	4
hậu thuẫn	4
ruột kết	4
dầu ô liu	4
việc trao đổi	4
lữ khách	4
đẫm	4
kiểm duyệt	4
ho gà	4
vắc xin	4
chất khoáng	4
nhà thuốc	4
nạc	4
mạnh thường quân	4
bánh xèo	4
hủ	4
vang bóng	4
kéo lên	4
xoong	4
bữa ăn sáng	4
ngao	4
khảo cứu	4
giâm	4
hỏa lực	4
đạt hiệu quả cao hơn	4
ruốc	4
trộn lẫn	4
máu thịt	4
Tân Ước	4
mấy phút	4
tấm biển	4
mổ xẻ	4
lưu loát	4
láy	4
cẩu thả	4
ổn thỏa	4
cỡ chừng	4
con nít	4
một lượt	4
thiếu xót	4
bá quyền	4
sắc tộc	4
xô xát	4
cái chữ	4
số tự nhiên	4
lòng sông	4
ra lò	4
thành lập tổ chức	4
ổ đĩa cứng	4
hoa chúc	4
cờ bạc	4
thắng cuộc	4
đấu loại	4
thị chính	4
trống đồng	4
gọi nhau	4
công ty bảo hiểm	4
thiết kế hệ thống	4
ái ân	4
hợp thức hóa	4
nghe trộm	4
máy ảo	4
đến lúc này	4
công binh	4
vòng vây	4
thoát ra khỏi	4
đùm bọc	4
nở hoa	4
oxit	4
chít khăn	4
đậu xanh	4
phò tá	4
nới lỏng	4
lâm trường	4
tuyên án	4
bán mình	4
nói xạo	4
bánh trái	4
hệ phương trình	4
cá bột	4
hiệp lực	4
thẩm tra	4
thuế má	4
thết	4
khuân	4
buổi tối hôm đó	4
đệ nhất	4
núi non	4
gái bán dâm	4
chẻ	4
cứng đầu	4
bưu	4
phía ngoài	4
bún chả	4
lễ tân	4
một đám	4
cận cảnh	4
kỵ binh	4
tự sự	4
ngỏ	4
tài tình	4
tức tưởi	4
ém	4
chướng	4
nhão	4
nhận lỗi	4
tức thì	4
van xin	4
nhào	4
ni lông	4
thời đại mới	4
tuyệt chủng	4
hiệu đính	4
biên dịch	4
thành phố cảng	4
lãnh địa	4
kỹ xảo	4
vương cung	4
điếm	4
bất công	4
nhỏ tuổi	4
bông tai	4
trộm cướp	4
bọn tôi	4
cái bang	4
bồn nước	4
giữ chức vụ	4
chảy xuống	4
thấm qua	4
Bộ Ngoại Giao	4
không ổn định	4
bầm	4
mặt mày	4
dây nịt	4
đầu gấu	4
bợm	4
thuần hóa	4
danh pháp	4
Trung Phi	4
bỗng dưng	4
uốn cong	4
theo nhận xét	4
hoàng cung	4
số nguyên	4
cấm đoán	4
quần lót	4
siết	4
vốn sống	4
quái đản	4
tua tủa	4
chĩa	4
trục trặc	4
tập quyền	4
huyễn hoặc	4
mềm dẻo	4
to nhất	4
bờ tre	4
gãi đầu	4
thù hằn	4
quốc ngữ	4
vít	4
cao tần	4
bộ bàn ghế	4
thô bạo	4
bụi bặm	4
quân lệnh	4
mê cung	4
vay lãi	4
sản phẩm sữa	4
trao đổi thông tin	4
hình hài	4
yên nghỉ	4
nhãn áp	4
quy hàng	4
bao vây	4
bị bắt quả tang	4
chững chạc	4
bám riết	4
cửa sắt	4
vỉ	4
tùy tiện	4
phiền hà	4
giường bệnh	4
mất trí	4
yếu ớt	4
ngoài da	4
phế quản	4
nước đại	4
dây cương	4
đầu tàu	4
mỹ học	4
mải miết	4
trà trộn	4
bóng cây	4
cứu vãn	4
trời cho	4
dật	4
vô tận	4
chính ông	4
đáo hạn	4
nhà tiêu	4
dung lượng bộ nhớ	4
sở thú	4
chính trường	4
trổ tài	4
điện văn	4
nhi đồng	4
liên đội	4
gộp vào	4
nguy kịch	4
điện tích	4
xuýt xoa	4
tứ trụ	4
dậu	4
xin tiền	4
nhu nhược	4
sinh hạ	4
mười bốn	4
báu vật	4
qua đêm	4
con khỉ	4
tai tiếng	4
rên rỉ	4
hạng người	4
bị đứt	4
sầu muộn	4
xa lánh	4
trù dập	4
yểm	4
gấp rút	4
mom	4
thương hại	4
nao lòng	4
sự thận trọng	4
văn phong	4
cãi vã	4
hàm oan	4
làm liều	4
khóa lại	4
ra đó	4
mặc sức	4
lại bộ	4
bộ óc	4
trước tháng	4
cho bất cứ ai	4
sệt	4
bàn tròn	4
nhấp nhổm	4
liên quân	4
phụ bản	4
bịt mắt	4
ít ỏi	4
nhân hậu	4
úp mở	4
vô thức	4
xử sự	4
năng lực sản xuất	4
ân hận	4
thấu đáo	4
chướng ngại	4
kính lúp	4
rận	4
xây xát	4
bị té	4
crôm	4
dung hòa	4
uốn tóc	4
thờ tự	4
trông coi	4
sắc lệnh	4
giáo hoàng	4
tiệm sửa xe	4
giảm chấn	4
bánh bao	4
khoảng khắc	4
chương trình giáo dục	4
nhàn rỗi	4
lênh đênh	4
bang gia	4
sự động viên	4
tài hoa	4
ngòi bút	4
làm giấy tờ	4
người vô tội	4
sâu sát	4
đại quân	4
số lương	4
nhân dân tệ	4
chất khí	4
nhử	4
tẩy chay	4
dáng dấp	4
máy quay phim	4
trong dân gian	4
truyền khẩu	4
giết chóc	4
khấu hao	4
sung sức	4
rau diếp	4
sở thích cá nhân	4
nước trái cây	4
bấm vào	4
mua đồ	4
tầng trên	4
thi vị	4
không cùng	4
vườn hoa	4
bàn cờ	4
hộp đêm	4
gãi	4
mù chữ	4
ngân quỹ	4
phụ phí	4
nồng nàn	4
tần tảo	4
um tùm	4
cây vợt	4
xíu	4
giặc lái	4
nỏ	4
phảng phất	4
tiếp tuyến	4
biến thiên	4
nguyên đơn	4
gắng sức	4
nhà giáo dục	4
lá sen	4
đo được	4
phép nhân	4
cực trị	4
một nửa số	4
vụ này	4
cá kho	4
ống khói	4
gầy guộc	4
khao	4
viêm phế quản	4
bạch quả	4
đẻ ra	4
nhà chùa	4
trợn	4
ngặt	4
tiền xe	4
dừng trước	4
nhồi máu cơ tim	4
khởi động lại	4
làm phản	4
đặt cọc	4
ấu trùng	4
lẩm cẩm	4
hai chục	4
đồng điệu	4
á quân	4
tích phân	4
lớp đất	4
dạng chữ	4
theo hệ thống	4
tủ quần áo	4
áo lót	4
sâu bọ	4
hót líu lo	4
phũ phàng	4
đồ đồng	4
tối thượng	4
cửa ra vào	4
nứt nẻ	4
vô tâm	4
rơi rớt	4
giọt mưa	4
đánh cờ	4
liên hoan phim	4
Na Uy	4
cao xạ	4
ngớt	4
cầm bằng	4
trình diện	4
nâng đỡ	4
mô mềm	4
rất thường	4
ông bầu	4
săn lùng	4
dòng dõi	4
thơ ngây	4
hay quá	4
hõm	4
một nụ hôn	4
tay trắng	4
đền đáp	4
xóa nhòa	4
tới tấp	4
sơn mài	4
đêm đó	4
số từ	4
nhất định phải	4
đóng cọc	4
trưởng dự án	4
đổ dồn	4
thật chặt	4
tuốt	4
cứ việc	4
nào đâu	4
tập tành	4
chờ tới	4
đột nhập vào	4
trứ danh	4
việc giới thiệu	4
lễ phép	4
đứng hàng thứ	4
cánh tay phải	4
phép thuật	4
oán trách	4
điểm tâm	4
nâng ly	4
chế giễu	4
cao ngạo	4
vênh váo	4
vợ cả	4
bất tuyệt	4
không biết có nên	4
chuyện khó	4
băng rộng	4
ngưu	4
mâm bát	4
trọng yếu	4
u tình	4
dõi theo	4
đồng bộ hóa	4
dính líu	4
chột	4
đui	4
mực nước biển	4
thi đỗ	4
nhỏ to	4
lỗi lầm	4
đắp đê	4
đinh ninh	4
địa đạo	4
điểm danh	4
đội phó	4
xa hoa	4
chống khủng bố	4
cổ động	4
thôn xóm	4
tốt ngày	4
linh cữu	4
bắp cải	4
toàn văn	4
xoa bóp	4
chùi rửa	4
nghĩa địa	4
học sinh trung học	4
diễn ca	4
đính hôn	4
rau dền	4
tinh khôi	4
phá bĩnh	4
trung tâm ngoại ngữ	4
đối chất	4
mỗi đêm	4
thăm dò ý kiến	4
den	4
thánh nhân	4
đồi núi	4
bản in	4
kính hiển vi	4
chiều tà	4
nhón	4
sứa	4
tiểu tiện	4
rồi ra	4
vừa ý	4
nhà riêng	4
ngấm ngầm	4
sự chấp thuận	4
ghim	4
kiến thiết	4
rom	4
dễ đọc	4
xát	4
khoản mục	4
mẫu vật	4
việc in	4
tăm	4
đến sớm	4
hệ thống điều khiển	4
vô ngã	4
bề sâu	4
bề rộng	4
khuynh hướng	4
sự cai trị	4
điện thế	4
chuyện ăn	4
thuốc bắc	4
củ chuối	4
bưng	4
quê quán	4
thịt nướng	4
cá chiên	4
Bắc Hàn	4
sách lược	4
bị xử lý	4
giao nộp	4
gọi tắt là	4
ai khác	4
Luật Điện lực	4
thu chi	4
đóng dấu	4
lễ khánh thành	4
hội đàm	4
con gì	4
cùng lúc đó	4
bọ xít	4
kê biên	4
đơn kiện	4
đau dạ dày	4
cực tiểu	4
khoan khoái	4
hoa tiêu	4
từ lúc mới	4
diễn cảm	4
dạo ấy	4
chảy máu cam	4
năng lượng nguyên tử	4
tràn qua	4
truyền máu	4
chi nhánh ngân hàng	4
ngân hàng đầu tư	4
đồng tác giả	4
bị tê liệt	4
lấy xe	4
sa mạc	4
điện cao thế	4
án phí	4
ký sự	4
phiên âm	4
đơn phương	4
việc xóa	4
hạt gạo	4
độc chất	4
vào cuối tháng này	4
chất hữu cơ	4
nẻo	2
tha hóa	2
tiểu thư	2
đầu bài	2
tạ ơn	2
khóa trình	2
thân quyến	2
cắm sâu vào	2
địa hạt	2
thoát thân	2
tinh sai	2
này nọ	2
trườn	2
hiu quạnh	2
uyên bác	2
làu	2
họa phúc	2
bôn tẩu	2
tôn sư	2
thanh mai	2
âm hưởng	2
gầm thét	2
non bộ	2
chế hóa	2
nối nghiệp	2
Bộ Công nghiệp	2
chính ngạch	2
khả ái	2
xuất hành	2
thay áo	2
bịch	2
xong xuôi	2
bước ra ngoài	2
xôm	2
bách khoa thư	2
thư từ	2
bảo ban	2
cuộc tranh cử	2
co rút	2
đôi lứa	2
long tu	2
máy bay phản lực	2
dịch vụ điện thoại	2
nhấp nhô	2
văn cảnh	2
chung quy	2
ngu xuẩn	2
thành hình	2
nhận thư	2
tiết hạnh	2
treo cổ	2
gửi gắm	2
nem chua	2
nò	2
rau bí	2
tiền tử	2
chỗ dựa	2
ở trên đời này	2
muông	2
rường	2
vận hà	2
một bóng người	2
lặng im	2
ùn	2
điểm nút	2
quan hệ quốc tế	2
tài liệu mật	2
vô cớ	2
máu ghen	2
tăng ni	2
thỉnh cầu	2
gảy đàn	2
cà phê đen	2
lu mờ	2
thượng sĩ	2
lái tàu	2
thiêu cháy	2
trong triều	2
kháng án	2
lũ quét	2
lượng cá	2
lòng trắng	2
hồ chứa nước	2
cha đẻ	2
tình ái	2
ruồng bỏ	2
lạc loài	2
súng cối	2
súng trường	2
vụ đụng độ	2
ai mà biết được	2
nuốt nước bọt	2
cảm phục	2
đảo chánh	2
nhúng tay	2
chộp	2
chờ lâu quá	2
ăn đêm	2
nảy ra	2
nhớ quê hương	2
vua quan	2
đần	2
tủi	2
vô định hình	2
vắn	2
ở ẩn	2
bủm	2
chất thơm	2
sủi cảo	2
cho tới năm	2
vòng luẩn quẩn	2
án binh	2
tiền dư	2
từ điển học	2
bằng một tay	2
bỏ xa	2
nửa đường	2
hí hửng	2
táo báo	2
nàng hầu	2
già cả	2
rặng núi	2
với phương pháp này	2
chủ điểm	2
đột phát	2
thông dâm	2
liệt truyện	2
tài đức	2
sát vách	2
cho kịp	2
hoa thủy tiên	2
chiết suất	2
ngộ đạo	2
nắn	2
nhà ngân hàng	2
về vườn	2
nhân vật cao cấp	2
đúng điệu	2
rượu nếp	2
hớp	2
ngóc ngách	2
công quốc	2
xanh lá cây	2
ống nước	2
phu quân	2
thân xác	2
lợn rừng	2
rau sống	2
chọn đường	2
tia hồng ngoại	2
với lại	2
sáng choang	2
cơm bữa	2
nhỉnh	2
hiệu số	2
lo về	2
lơ lớ	2
tranh tường	2
thịt lợn	2
máy sấy tóc	2
nới rộng	2
trả tự do	2
lưới mắt cáo	2
lo xa	2
như vừa qua	2
với cách này	2
thập tử nhất sinh	2
vùng Vịnh	2
bánh dừa	2
viễn ảnh	2
bền chặt	2
nhẵn lì	2
ho lao	2
nói với nhau	2
chửi thề	2
hát chèo	2
tung hoành	2
đánh bom	2
niêm	2
cải biên	2
nền nã	2
trên khắp nước	2
chuẩn đoán	2
trung đại	2
hun đúc	2
nhũ tương	2
thuốc nổ	2
thò tay ra	2
manh mối	2
bay ra	2
không có lý do	2
kiêng dè	2
thư sinh	2
thần tượng hóa	2
bàn chải đánh răng	2
bị bắn hạ	2
con giai	2
giữ chỗ trước	2
tĩnh tại	2
một chục	2
nội mạc	2
tịt	2
nói thiệt	2
văn sách	2
kinh nghĩa	2
tán dương	2
nứa	2
thực bụng	2
nhõng nhẽo	2
thừa lúc	2
bàn đến	2
làm cái gì	2
chu toàn	2
sít	2
đưa lại	2
nữ văn sĩ	2
nặng nhọc	2
tam quyền phân lập	2
phân tích hệ thống	2
tôn thất	2
mông lung	2
tăng sinh	2
béo tròn	2
vịt quay	2
an lòng	2
nhăn nheo	2
cửa cuốn	2
liên vận	2
tay vịn	2
gia hình	2
làm rối	2
run lên bần bật	2
cái áo	2
lớn lắm	2
sách học	2
làm lành	2
đời vua	2
mười hai	2
đường sông	2
vây bọc	2
đảo quốc	2
gian truân	2
lấy lại sức	2
hổn hển	2
leo cầu thang	2
hoàn toàn tự do	2
đấu tranh tư tưởng	2
bằng không thì	2
mò mẩm	2
tước đoạt	2
thế yếu	2
chính danh	2
khất sĩ	2
làm như	2
đổ ra	2
chủ nghĩa cộng sản	2
phạm trù	2
dỗ dành	2
chỉ trỏ	2
tĩnh tọa	2
vụn vặt	2
nóng vội	2
dùng vũ lực	2
quản trị viên	2
phòng dịch	2
thả nổi	2
nghể	2
văn hoa	2
cõi dương	2
sống giữa	2
khủy	2
bẩn thỉu	2
bệnh tự kỷ	2
nghĩa tình	2
dung nham	2
đánh đơn	2
khuôn phép	2
phật ý	2
xuất nhập cảnh	2
cảnh khốn	2
chúng bạn	2
khó đọc	2
trên nguyên tắc	2
dầu là	2
diễn giải	2
cộng đồng Việt Nam	2
luận điệu	2
cửa hậu	2
công ích	2
trong đêm tối	2
giục	2
cấp số	2
bìa sách	2
siêu hình	2
thủ dâm	2
viện lý	2
động chạm	2
người Nam	2
meo meo	2
yểu điệu	2
sự hùng mạnh	2
nội tiếp	2
có tội	2
nghiện rượu	2
bánh bò	2
nhiễm thể	2
đồng hạng	2
sụp xuống	2
huê	2
thành tài	2
quốc giáo	2
Khổng giáo	2
pháp trị	2
sự phân tích	2
hội ái hữu	2
phép công	2
vì nhiều lý do	2
kế nghiệp	2
cưỡi ngựa xem hoa	2
về phía Việt Nam	2
phim trường	2
hữu ngạn	2
cuộc càn quét	2
Cao Đài	2
chuyển giao vũ khí	2
đầu quân	2
hả giận	2
có chiều cao trung bình	2
đà tăng trưởng	2
can phạm	2
bắt bẻ	2
khu trú	2
trung tâm hội nghị	2
mưa tuyết	2
thuần khiết	2
trinh bạch	2
nhân nhượng	2
trù bị	2
đơn vị học trình	2
thoát vị	2
lại nữa	2
ở năm	2
sáng nào	2
sót	2
tê tê	2
trẻ đẹp	2
từ này	2
theo ý chúng tôi	2
hết hồn	2
tám mươi	2
vặn vẹo	2
nghẹn ngào	2
cha vợ	2
làm tròn số	2
long nhong	2
du tử	2
đang lúc	2
bốc phét	2
ba hoa	2
đốt nhang	2
điều luật	2
vân vi	2
nỉ non	2
tấc đất	2
biên ải	2
chiêu bài	2
danh họa	2
tâm khảm	2
vạch mặt	2
ma mãnh	2
niềm tin bất diệt	2
ván ép	2
một ngày nữa	2
viện cớ	2
uổng	2
yêu dấu	2
nhân bản	2
nói ngoa	2
lượn quanh	2
canh tân	2
cực thịnh	2
bị ám sát	2
lẫy lừng	2
nhút	2
tuyết rơi	2
mê đắm	2
hôm kia	2
trại tập trung	2
nạng	2
lính cứu hỏa	2
xuất thần	2
quân bình	2
mỗi tội	2
lúa nước	2
đạo Nho	2
ngói âm dương	2
nhạt nhẽo	2
tự tiện	2
tự thân	2
se lòng	2
chủ tiệc	2
tăm tối	2
soi sáng	2
còn hy vọng	2
nhà binh	2
quốc ca	2
bước ra sân	2
dây dưa	2
cao lớn	2
dịch vụ xã hội	2
nằm trong tay	2
địa chí	2
nổ chậm	2
nãy	2
chống bán phá giá	2
kinh niên	2
bén rễ	2
giựt	2
phượng hoàng	2
loạn ly	2
máu lửa	2
cầu trượt	2
nên chi	2
không đâu	2
chúa tể	2
sơn thần	2
in dấu	2
đau ê ẩm	2
những thằng	2
cười cợt	2
chí hướng	2
ở không	2
tâm tưởng	2
phong bao	2
chết ngạt	2
hội khuyến học	2
nổ vang	2
gai góc	2
rọc giấy	2
nhẹ gánh	2
hy hữu	2
bị thức giấc	2
vách ngăn	2
mèo con	2
giã từ	2
một ngày kia	2
gạch nối	2
nỗi lo sợ	2
nỗi niềm	2
nội cỏ	2
ngôi thứ nhất	2
thư thái	2
gay go	2
sửng cồ	2
quyết nghị	2
dân nguyện	2
thông tin mật	2
đánh sập	2
nữa khi	2
ước gì	2
thắng cử	2
đại cử tri	2
di căn	2
gẫy	2
thuốc lào	2
lại giống	2
chương trình kinh tế	2
vào đầu tư	2
ứa	2
ủa	2
cát hung	2
phép cộng	2
dị nhân	2
hậu đãi	2
mô men	2
hên	2
rất dễ xảy ra	2
sai lạc	2
lầm lẫn	2
tháo rời	2
phỉ	2
sự giải thích	2
chính khóa	2
gần cả tháng	2
truyền thụ	2
tuy thế	2
hãng bảo hiểm	2
điều đình	2
đụng độ với	2
một chuyện lạ lùng	2
quái dị	2
đồng sự	2
còn non trẻ	2
ưa nhìn	2
riết	2
róng	2
ngăn chận	2
trận thế	2
lập thành	2
bị dính vào	2
từng trải	2
bán phá giá	2
tử vi	2
chưa từng bao giờ	2
chìa khóa xe	2
nội đồng	2
da non	2
a mi	2
làm lính	2
không muốn làm	2
họa may	2
thời thế	2
vào đêm khuya	2
người chủ nhà	2
triêu	2
tráng ca	2
ngập ngừng	2
chân chạy	2
sực nhớ ra	2
cướp biển	2
mắc bẫy	2
tỷ lệ thất nghiệp	2
có tính cách	2
hơi khó khăn	2
tạp âm	2
triệt hạ	2
hoàn toàn sai	2
lợm	2
sự thương lượng	2
chuyên môn hóa	2
quá chén	2
khiến khó	2
lớp sơn	2
sần sùi	2
một dạo	2
sự kiên nhẫn	2
chán ghét	2
biến hình	2
chuyện dễ	2
tăm hơi	2
chạy thử	2
thu hút khách hàng	2
trừ hao	2
hữu danh vô thực	2
dan díu	2
đa tình	2
nặng nợ	2
không linh	2
tống giam	2
cho đến thời điểm này	2
chỉ vài năm sau	2
co rúm	2
đặt nặng	2
nể vì	2
đất đen	2
nghe ngóng	2
bé tí	2
dễ ăn	2
ruộng nước	2
thầy cúng	2
xiêu lòng	2
đánh lận	2
bỏ trống	2
ảnh nền	2
tuyển tập	2
sáp huyết	2
gắt gao	2
có nhiều lo ngại	2
tổ chim	2
trong giây lát	2
thống phong	2
lở loét	2
tựu trung	2
chứ gì	2
người di dân	2
một thí dụ điển hình	2
niên thiếu	2
đa nghi	2
thôi mà	2
tái lại	2
phục vụ quê hương	2
gảy	2
hàng ngũ	2
cho nghiên cứu	2
trừu tượng	2
yếu tố kinh tế	2
chủ tiệm	2
giang sơn	2
hiệu lệnh	2
hộ tang	2
